#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,232,141.344
1,233,142.488
1,234,144.472
1,235,144.856
2,236,147.434
2,237,147.924
2,238,148.546
2,239,149.486
2,240,150.372
2,241,151.008
2,242,151.656
2,243,151.758
2,244,151.842
2,245,152.208
2,246,152.436
2,247,152.720
2,248,153.272
2,249,153.356
2,250,153.444
2,251,153.524
2,252,153.606
2,253,153.706
2,254,153.804
2,255,153.890
2,256,153.958
2,257,154.028
2,258,154.108
2,259,154.204
2,260,154.310
2,261,154.770
2,262,155.866
2,263,156.208
2,264,156.550
2,265,156.998
2,266,157.318
2,267,157.690
2,268,158.500
2,269,159.020
2,270,159.654
CHECKPOINT,160.000
1,271,161.378
2,272,168.264
2,273,168.984
2,274,169.156
2,275,169.310
2,276,169.458
2,277,169.652
2,278,169.844
2,279,169.944
2,280,170.104
2,281,173.298
2,282,173.680
2,283,174.038
2,284,174.420
2,285,174.736
2,286,174.830
2,287,175.556
2,288,176.016
2,289,176.546
2,290,177.184
2,291,178.182
2,292,179.684
CHECKPOINT,180.000
2,293,180.830
1,294,183.378
2,295,188.380
1,296,189.100
1,297,191.642
1,298,193.336
1,299,194.558
1,300,195.580
1,301,196.482
1,302,196.784
1,303,197.330
1,304,197.386
1,305,197.816
1,306,198.094
1,307,198.174
1,308,198.258
1,309,198.318
1,310,198.390
1,311,198.514
1,312,198.638
1,313,198.822
1,314,198.958
1,315,199.134
1,316,199.362
1,317,199.612
1,318,199.782
1,319,199.922
CHECKPOINT,200.000
1,320,200.082
1,321,200.206
1,322,200.266
1,323,200.494
1,324,200.690
1,325,200.746
1,326,200.798
1,327,200.844
1,328,200.912
1,329,200.986
1,330,201.054
1,331,201.192
1,332,201.386
1,333,201.590
1,334,202.110
1,335,202.448
1,336,202.896
1,337,203.410
1,338,204.314
1,339,207.390
1,340,208.706
2,341,210.686
1,342,214.068
1,343,215.592
1,344,216.082
1,345,217.392
1,346,217.764
1,347,217.820
1,348,217.894
1,349,217.940
1,350,218.074
1,351,218.142
1,352,218.216
1,353,218.626
1,354,218.804
1,355,218.960
1,356,219.038
1,357,219.302
1,358,219.628
1,359,219.772
CHECKPOINT,220.000
1,360,220.084
1,361,220.214
1,362,220.598
1,363,221.030
1,364,221.506
1,365,222.294
1,366,222.702
1,367,223.688
1,368,223.844
1,369,224.400
1,370,224.946
1,371,225.444
1,372,225.910
1,373,226.426
1,374,226.808
1,375,228.384
1,376,229.186
1,377,232.362
1,378,232.778
1,379,233.374
1,380,233.680
1,381,234.042
1,382,234.214
1,383,234.560
1,384,234.758
1,385,235.050
1,386,235.342
1,387,236.886
1,388,238.474
CHECKPOINT,240.000
2,389,243.302
1,390,243.986
2,391,245.628
2,392,246.472
2,393,249.264
1,394,251.496
1,395,252.396
1,396,253.236
1,397,253.540
1,398,253.952
1,399,254.786
2,400,256.334
2,401,256.750
1,402,257.264
2,403,258.794
CHECKPOINT,260.000
2,404,260.618
2,405,262.968
2,406,263.588
2,407,264.280
2,408,264.502
1,409,270.268
2,410,270.778
1,411,271.226
2,412,274.926
2,413,275.958
2,414,276.864
2,415,277.914
2,416,278.938
2,417,279.744
CHECKPOINT,280.000
1,418,282.472
2,419,283.194
2,420,283.250
2,421,283.820
2,422,284.434
2,423,285.338
2,424,286.550
1,425,287.494
1,426,287.706
1,427,288.486
1,428,289.834
1,429,290.572
2,430,292.054
2,431,292.464
2,432,293.622
2,433,294.270
2,434,294.724
2,435,294.938
2,436,295.202
2,437,295.566
2,438,295.966
2,439,296.284
2,440,296.672
2,441,297.150
2,442,298.108
2,443,298.532
2,444,299.142
2,445,299.642
CHECKPOINT,300.000
2,446,302.190
1,447,303.450
2,448,305.628
1,449,309.194
1,450,311.002
2,451,311.530
2,452,312.346
2,453,314.124
1,454,315.116
1,455,315.130
1,456,315.144
1,457,315.158
1,458,315.170
1,459,315.182
1,460,315.192
1,461,315.204
1,462,315.216
1,463,315.226
1,464,315.236
1,465,315.246
1,466,315.258
1,467,315.270
1,468,315.284
1,469,315.296
1,470,315.304
1,471,315.314
1,472,315.322
1,473,315.332
1,474,315.342
1,475,315.350
1,476,315.362
1,477,315.372
1,478,315.382
1,479,315.394
1,480,315.404
1,481,315.414
1,482,315.424
1,483,315.432
1,484,315.442
1,485,315.452
1,486,315.462
1,487,315.472
1,488,315.482
1,489,315.490
1,490,315.498
1,491,315.506
1,492,315.514
1,493,315.522
1,494,315.530
1,495,315.538
1,496,315.546
1,497,315.554
1,498,315.564
1,499,315.576
1,500,315.586
1,501,315.602
1,502,315.620
1,503,315.638
1,504,315.654
1,505,315.672
1,506,315.696
1,507,315.720
1,508,315.742
1,509,315.760
1,510,315.776
1,511,315.796
1,512,315.816
2,513,317.776
2,514,319.906
CHECKPOINT,320.000
2,515,320.762
2,516,321.368
2,517,321.726
2,518,322.156
2,519,322.508
2,520,322.720
2,521,323.076
2,522,323.508
2,523,323.922
2,524,324.606
2,525,325.642
1,526,329.482
2,527,335.258
2,528,335.486
2,529,337.234
CHECKPOINT,340.000
2,530,340.000
2,531,340.506
2,532,343.232
2,533,344.180
2,534,344.648
2,535,344.990
2,536,345.740
2,537,346.262
1,538,351.556
1,539,351.630
1,540,351.700
1,541,351.772
1,542,351.848
1,543,355.926
2,544,357.226
2,545,357.298
2,546,357.312
1,547,357.740
1,548,358.998
2,549,359.456
CHECKPOINT,360.000
1,550,360.176
2,551,361.664
1,552,363.952
1,553,364.560
1,554,365.124
1,555,365.728
1,556,367.588
2,557,372.788
2,558,373.322
2,559,373.772
2,560,374.298
2,561,374.576
2,562,375.320
2,563,375.620
2,564,376.242
2,565,376.828
2,566,377.556
CHECKPOINT,380.000
2,567,380.862
2,568,380.922
2,569,380.976
1,570,383.434
1,571,391.724
1,572,392.920
2,573,396.268
CHECKPOINT,400.000
