#"Bounced boundary ID","bounce index","total time (ps)"
CHECKPOINT,0.000
1,275,218.256
1,276,218.380
1,277,218.504
1,278,218.692
1,279,218.848
1,280,218.994
1,281,219.252
1,282,219.558
1,283,219.856
CHECKPOINT,220.000
1,284,220.140
1,285,220.566
1,286,221.034
1,287,221.326
1,288,222.062
1,289,222.380
1,290,222.760
1,291,222.918
1,292,223.044
1,293,223.400
1,294,223.608
1,295,223.830
1,296,224.112
1,297,224.332
1,298,224.514
1,299,226.032
1,300,226.976
1,301,227.674
1,302,228.250
1,303,229.386
1,304,229.768
1,305,230.694
1,306,232.614
1,307,233.474
1,308,234.484
1,309,234.942
1,310,235.796
1,311,236.358
1,312,237.450
1,313,237.718
1,314,237.980
1,315,238.380
1,316,239.770
CHECKPOINT,240.000
1,317,240.714
1,318,242.278
1,319,242.704
1,320,243.210
1,321,243.526
1,322,244.170
1,323,249.990
1,324,250.742
1,325,251.850
1,326,252.868
2,327,254.038
2,328,254.130
2,329,254.234
1,330,255.118
1,331,255.374
1,332,255.752
1,333,256.170
1,334,256.412
1,335,256.636
1,336,256.848
1,337,257.056
1,338,257.204
1,339,257.246
1,340,257.350
1,341,257.436
1,342,257.520
1,343,257.954
1,344,258.994
1,345,259.586
CHECKPOINT,260.000
1,346,260.336
1,347,260.676
1,348,261.108
1,349,261.318
1,350,261.550
1,351,262.150
1,352,262.950
1,353,264.904
1,354,265.990
1,355,266.670
1,356,268.060
1,357,268.872
1,358,269.162
1,359,269.598
1,360,269.976
1,361,270.332
1,362,270.646
1,363,271.424
1,364,271.714
2,365,272.446
1,366,274.136
1,367,274.926
1,368,274.968
1,369,275.018
1,370,275.076
1,371,275.146
1,372,275.208
1,373,275.282
1,374,275.346
1,375,275.388
1,376,275.434
1,377,275.528
1,378,275.620
1,379,275.700
1,380,275.780
1,381,275.878
1,382,275.932
1,383,276.888
1,384,278.768
CHECKPOINT,280.000
1,385,282.350
1,386,282.462
1,387,282.606
1,388,282.664
1,389,282.734
1,390,282.806
1,391,282.918
1,392,282.976
1,393,283.052
1,394,283.156
1,395,283.228
1,396,283.318
1,397,283.412
1,398,283.542
1,399,283.640
1,400,283.704
1,401,283.748
1,402,283.874
1,403,284.004
1,404,284.076
1,405,284.154
1,406,284.278
1,407,284.340
1,408,284.398
1,409,284.416
1,410,284.436
1,411,284.480
1,412,284.492
1,413,284.504
1,414,284.514
1,415,284.528
1,416,284.544
1,417,284.558
1,418,284.572
1,419,284.584
1,420,284.626
1,421,284.692
1,422,284.764
1,423,284.798
1,424,284.832
1,425,284.886
1,426,284.906
1,427,284.944
1,428,284.984
1,429,285.024
1,430,285.068
1,431,285.104
1,432,285.176
1,433,285.238
1,434,285.344
1,435,285.384
1,436,285.456
1,437,285.520
1,438,285.550
1,439,285.580
1,440,285.608
1,441,285.636
1,442,285.662
1,443,285.722
1,444,285.738
1,445,285.756
1,446,285.770
1,447,285.792
1,448,285.816
1,449,285.840
1,450,285.868
1,451,285.894
1,452,285.912
1,453,285.932
1,454,285.954
1,455,285.996
1,456,286.038
1,457,286.106
1,458,286.146
1,459,286.458
1,460,287.118
1,461,287.712
1,462,288.076
1,463,288.204
1,464,288.240
1,465,288.246
1,466,288.392
1,467,288.972
1,468,289.338
1,469,290.054
1,470,291.286
1,471,292.912
1,472,293.696
1,473,293.958
1,474,294.600
1,475,295.030
1,476,296.446
1,477,298.732
CHECKPOINT,300.000
1,478,300.178
1,479,300.786
1,480,301.480
1,481,303.254
1,482,303.546
1,483,304.868
1,484,305.332
1,485,306.790
1,486,307.076
1,487,308.668
1,488,310.224
1,489,310.278
1,490,310.336
1,491,310.386
1,492,310.424
1,493,310.684
1,494,310.762
1,495,311.190
1,496,311.782
1,497,312.340
1,498,313.046
1,499,313.454
1,500,313.872
1,501,314.234
1,502,314.546
1,503,314.768
1,504,316.400
1,505,317.036
1,506,317.882
1,507,318.780
CHECKPOINT,320.000
1,508,320.644
1,509,321.196
1,510,323.680
1,511,324.820
1,512,325.432
1,513,326.594
1,514,326.960
1,515,327.382
1,516,327.846
1,517,328.820
1,518,329.436
1,519,330.232
1,520,330.322
1,521,330.492
1,522,331.336
1,523,332.498
1,524,332.944
1,525,333.316
1,526,333.558
1,527,333.762
1,528,333.776
1,529,333.796
1,530,333.814
1,531,333.838
1,532,333.856
1,533,333.876
1,534,333.896
1,535,333.920
1,536,333.946
1,537,333.972
1,538,334.000
1,539,334.032
1,540,334.056
1,541,334.088
1,542,334.126
1,543,334.170
1,544,334.216
1,545,334.272
1,546,334.326
1,547,334.460
1,548,334.596
1,549,334.650
1,550,334.700
1,551,335.106
1,552,335.178
1,553,335.428
1,554,335.518
1,555,336.254
1,556,336.702
1,557,337.422
1,558,338.818
1,559,339.154
1,560,339.310
1,561,339.564
1,562,339.694
1,563,339.818
1,564,339.862
1,565,339.908
1,566,339.954
CHECKPOINT,340.000
1,567,340.000
1,568,340.292
1,569,340.522
1,570,340.824
1,571,341.010
1,572,341.368
1,573,341.428
1,574,341.490
1,575,341.542
1,576,341.596
1,577,341.692
1,578,341.720
1,579,341.744
1,580,342.024
1,581,342.130
1,582,342.236
1,583,342.424
1,584,342.626
1,585,342.854
1,586,343.124
1,587,343.206
1,588,343.618
1,589,343.864
1,590,344.144
1,591,344.372
1,592,344.640
1,593,344.866
1,594,345.106
1,595,345.454
1,596,345.774
1,597,346.170
1,598,346.630
1,599,347.030
1,600,347.344
1,601,347.952
1,602,348.718
1,603,349.296
1,604,349.874
1,605,350.456
1,606,351.050
1,607,352.872
1,608,355.454
1,609,355.472
1,610,355.996
1,611,357.094
1,612,357.674
1,613,358.324
1,614,359.440
CHECKPOINT,360.000
1,615,360.344
1,616,362.082
1,617,364.092
1,618,364.270
1,619,364.684
1,620,365.676
1,621,366.400
1,622,368.108
1,623,368.686
1,624,369.096
1,625,369.388
1,626,370.118
1,627,370.230
1,628,370.348
1,629,370.472
1,630,370.584
1,631,370.712
1,632,370.820
1,633,370.926
1,634,371.034
1,635,371.148
1,636,371.284
1,637,371.440
1,638,371.608
1,639,371.728
1,640,371.778
1,641,371.832
1,642,371.930
1,643,372.076
1,644,372.152
1,645,372.232
1,646,372.392
1,647,372.538
1,648,372.684
1,649,372.826
1,650,372.932
1,651,373.078
1,652,373.200
1,653,373.354
1,654,373.548
1,655,373.724
1,656,373.930
1,657,374.126
1,658,374.320
1,659,374.490
1,660,374.680
1,661,374.844
1,662,374.976
1,663,375.152
1,664,375.296
1,665,375.352
1,666,375.414
1,667,375.504
1,668,375.586
1,669,375.638
1,670,375.690
1,671,375.740
1,672,375.772
1,673,375.810
1,674,375.866
1,675,375.920
1,676,375.952
1,677,375.988
1,678,376.012
1,679,376.036
1,680,376.058
1,681,376.204
1,682,376.306
1,683,376.382
1,684,376.472
1,685,376.566
1,686,376.656
1,687,376.786
1,688,376.888
1,689,376.952
1,690,377.030
1,691,377.086
1,692,377.192
1,693,377.388
1,694,377.590
1,695,377.836
1,696,378.076
1,697,378.246
1,698,378.406
1,699,378.504
1,700,378.602
1,701,378.694
1,702,378.818
1,703,378.928
1,704,379.056
1,705,379.168
1,706,379.322
1,707,379.464
1,708,379.624
1,709,379.796
CHECKPOINT,380.000
1,710,380.678
1,711,381.280
1,712,381.878
1,713,382.032
1,714,382.184
1,715,382.270
1,716,382.356
1,717,382.424
1,718,382.490
1,719,382.562
1,720,382.628
1,721,382.746
1,722,382.858
1,723,382.970
1,724,383.076
1,725,383.228
1,726,383.418
1,727,383.828
1,728,384.112
1,729,384.512
1,730,384.656
1,731,384.800
1,732,384.934
1,733,385.056
1,734,385.410
1,735,386.118
1,736,386.788
1,737,387.662
1,738,388.762
1,739,389.424
1,740,389.820
1,741,389.902
1,742,390.036
1,743,390.200
1,744,390.386
1,745,390.602
1,746,390.842
1,747,391.074
1,748,391.268
1,749,391.468
1,750,391.634
1,751,393.580
1,752,394.458
1,753,395.842
1,754,397.268
1,755,398.146
1,756,398.946
CHECKPOINT,400.000
